"COD_EMPRESA","NUM_PEDIDO","PCT_COMISSAO_2","COD_REPRES_3","PCT_COMISSAO_3"
"01",1005,0,0,0
"01",880,0,0,0
"01",927,0,0,0
"01",549,0,0,0
"01",816,0,0,0
"01",1926,0,0,0
"01",769,0,0,0
"01",1952,0,0,0
"01",1190,0,0,0
"01",1468,0,0,0
"01",1454,0,0,0
"01",1551,0,0,0
"01",1013,0,0,0
"01",3040,0,0,0
"01",1312,0,0,0
"01",2124,0,0,0
"01",1018,0,0,0
"01",1041,0,0,0
"01",1168,0,0,0
"01",1058,0,0,0
"01",1065,0,0,0
"01",1072,0,0,0
"01",1045,0,0,0
"01",1077,0,0,0
"01",1081,0,0,0
"01",1087,0,0,0
"01",2182,0,0,0
"01",1249,0,0,0
"01",1191,0,0,0
"01",1452,0,0,0
"01",1739,0,0,0
"01",2226,0,0,0
"01",1860,0,0,0
"01",915,0,0,0
"01",1796,0,0,0
"01",1562,0,0,0
"01",1541,0,0,0
"01",1521,0,0,0
"01",1458,0,0,0
"01",1525,0,0,0
"01",1542,0,0,0
"01",1428,0,0,0
"01",1385,0,0,0
"01",3600,0,0,0
"01",1762,0,0,0
"01",6359,0,0,0
"01",2132,0,0,0
"01",1515,0,0,0
"01",1488,0,0,0
"01",1380,0,0,0
"01",1003,0,0,0
"01",2187,0,0,0
"01",1622,0,0,0
"01",1910,0,0,0
"01",1881,0,0,0
"01",1906,0,0,0
"01",3255,0,0,0
"01",1937,0,0,0
"01",1884,0,0,0
"01",1887,0,0,0
"01",1845,0,0,0
"01",1848,0,0,0
"01",2598,0,0,0
"01",2288,0,0,0
"01",5049,0,0,0
"01",2493,0,0,0
"01",2407,0,0,0
"01",3447,0,0,0
"01",4108,0,0,0
"01",4040,0,0,0
"01",2008,0,0,0
"01",2753,0,0,0
"01",3904,0,0,0
"01",2523,0,0,0
"01",4172,0,0,0
"01",5034,0,0,0
"01",4908,0,0,0
"01",4975,0,0,0
"01",5561,0,0,0
"01",4911,0,0,0
"01",4982,0,0,0
"01",4027,0,0,0
"01",5431,0,0,0
"01",5223,0,0,0
"01",4918,0,0,0
"01",4937,0,0,0
"01",4919,0,0,0
"01",4921,0,0,0
"01",4784,0,0,0
"01",4923,0,0,0
"01",4928,0,0,0
"01",5023,0,0,0
"01",4926,0,0,0
"01",4949,0,0,0
"01",4930,0,0,0
"01",4951,0,0,0
"01",4892,0,0,0
"01",4893,0,0,0
"01",4725,0,0,0
"01",6295,0,0,0
"01",4831,0,0,0
"01",4969,0,0,0
"01",4971,0,0,0
"01",5008,0,0,0
"01",5637,0,0,0
"01",5002,0,0,0
"01",5005,0,0,0
"01",4807,0,0,0
"01",5038,0,0,0
"01",5387,0,0,0
"01",5769,0,0,0
"01",5172,0,0,0
"01",4967,0,0,0
"01",5061,0,0,0
"01",6000,0,0,0
"01",5118,0,0,0
"01",5307,0,0,0
"01",5065,0,0,0
"01",5209,0,0,0
"01",5119,0,0,0
"01",5112,0,0,0
"01",5184,0,0,0
"01",5099,0,0,0
"01",5105,0,0,0
"01",5203,0,0,0
"01",5176,0,0,0
"01",5102,0,0,0
"01",5189,0,0,0
"01",5130,0,0,0
"01",5609,0,0,0
"01",5122,0,0,0
"01",5174,0,0,0
"01",5116,0,0,0
"01",5299,0,0,0
"01",5473,0,0,0
"01",5157,0,0,0
"01",5134,0,0,0
"01",5428,0,0,0
"01",6230,0,0,0
"01",6043,0,0,0
"01",5076,0,0,0
"01",5185,0,0,0
"01",5339,0,0,0
"01",5369,0,0,0
"01",5205,0,0,0
"01",5587,0,0,0
"01",5508,0,0,0
"01",5087,0,0,0
"01",5195,0,0,0
"01",5524,0,0,0
"01",5022,0,0,0
"01",5283,0,0,0
"01",5464,0,0,0
"01",5347,0,0,0
"01",5435,0,0,0
"01",5270,0,0,0
"01",5341,0,0,0
"01",5305,0,0,0
"01",5772,0,0,0
"01",4965,0,0,0
"01",5389,0,0,0
"01",5396,0,0,0
"01",5432,0,0,0
"01",5012,0,0,0
"01",5521,0,0,0
"01",4945,0,0,0
"01",5792,0,0,0
"01",4963,0,0,0
"01",5579,0,0,0
"01",5535,0,0,0
"01",5724,0,0,0
"01",5470,0,0,0
"01",6201,0,0,0
"01",5510,0,0,0
"01",5201,0,0,0
"01",5836,0,0,0
"01",5717,0,0,0
"01",5480,0,0,0
"01",5654,0,0,0
"01",5787,0,0,0
"01",5758,0,0,0
"01",5192,0,0,0
"01",5545,0,0,0
"01",5980,0,0,0
"01",5617,0,0,0
"01",5621,0,0,0
"01",5687,0,0,0
"01",5653,0,0,0
"01",6286,0,0,0
"01",6204,0,0,0
"01",5625,0,0,0
"01",5777,0,0,0
"01",5317,0,0,0
"01",5767,0,0,0
"01",5646,0,0,0
"01",5825,0,0,0
"01",5988,0,0,0
"01",5342,0,0,0
"01",5303,0,0,0
"01",5875,0,0,0
"01",6284,0,0,0
"01",5785,0,0,0
"01",5918,0,0,0
"01",5799,0,0,0
"01",6160,0,0,0
"01",6096,0,0,0
"01",5913,0,0,0
"01",6049,0,0,0
"01",6023,0,0,0
"01",6072,0,0,0
"01",6102,0,0,0
"01",5982,0,0,0
"01",5723,0,0,0
"01",6297,0,0,0
"01",6051,0,0,0
"01",6195,0,0,0
"01",6147,0,0,0
"01",6058,0,0,0
"01",6232,0,0,0
"01",6114,0,0,0
"01",6115,0,0,0
"01",6069,0,0,0
"01",6253,0,0,0
"01",5310,0,0,0
"01",5282,0,0,0
"01",6303,0,0,0
"01",5253,0,0,0
"01",5251,0,0,0
"01",6354,0,0,0
"01",6429,0,0,0
"01",6066,0,0,0
"01",6435,0,0,0
"01",3930,0,0,0
"01",4903,0,0,0
"01",4915,0,0,0
"01",4927,0,0,0
"01",3864,0,0,0
"01",3855,0,0,0
"01",4947,0,0,0
"01",3921,0,0,0
"01",3794,0,0,0
"01",3878,0,0,0
"01",4931,0,0,0
"01",3877,0,0,0
"01",3821,0,0,0
"01",3793,0,0,0
"01",3790,0,0,0
"01",4940,0,0,0
"01",4961,0,0,0
"01",5070,0,0,0
"01",3977,0,0,0
"01",4044,0,0,0
"01",4061,0,0,0
"01",4997,0,0,0
"01",4048,0,0,0
"01",3725,0,0,0
"01",4062,0,0,0
"01",4067,0,0,0
"01",4070,0,0,0
"01",4106,0,0,0
"01",4838,0,0,0
"01",5838,0,0,0
"01",5088,0,0,0
"01",5094,0,0,0
"01",5151,0,0,0
"01",5362,0,0,0
"01",5327,0,0,0
"01",5161,0,0,0
"01",5361,0,0,0
"01",5169,0,0,0
"01",5376,0,0,0
"01",6745,0,0,0
"01",5236,0,0,0
"01",6296,0,0,0
"01",6859,0,0,0
"01",5218,0,0,0
"01",6536,0,0,0
"01",5817,0,0,0
"01",5805,0,0,0
"01",5575,0,0,0
"01",5567,0,0,0
"01",5474,0,0,0
"01",6702,0,0,0
"01",5547,0,0,0
"01",5640,0,0,0
"01",5642,0,0,0
"01",5962,0,0,0
"01",6814,0,0,0
"01",5578,0,0,0
"01",5594,0,0,0
"01",5833,0,0,0
"01",6960,0,0,0
"01",6967,0,0,0
"01",6186,0,0,0
"01",6466,0,0,0
"01",6294,0,0,0
"01",5878,0,0,0
"01",5868,0,0,0
"01",5877,0,0,0
"01",7196,0,0,0
"01",7107,0,0,0
"01",6438,0,0,0
"01",5893,0,0,0
"01",6172,0,0,0
"01",6207,0,0,0
"01",6319,0,0,0
"01",6256,0,0,0
"01",6562,0,0,0
"01",5874,0,0,0
"01",6061,0,0,0
"01",5210,0,0,0
"01",5958,0,0,0
"01",6959,0,0,0
"01",5779,0,0,0
"01",6048,0,0,0
"01",6293,0,0,0
"01",6080,0,0,0
"01",7753,0,0,0
"01",6046,0,0,0
"01",5216,0,0,0
"01",5215,0,0,0
"01",5208,0,0,0
"01",4972,0,0,0
"01",5249,0,0,0
"01",6360,0,0,0
"01",6211,0,0,0
"01",7476,0,0,0
"01",6428,0,0,0
"01",6970,0,0,0
"01",6467,0,0,0
"01",6338,0,0,0
"01",5397,0,0,0
"01",5429,0,0,0
"01",6553,0,0,0
"01",7525,0,0,0
"01",6666,0,0,0
"01",6677,0,0,0
"01",6456,0,0,0
"01",5430,0,0,0
"01",6479,0,0,0
"01",7640,0,0,0
"01",6451,0,0,0
"01",6834,0,0,0
"01",6453,0,0,0
"01",6518,0,0,0
"01",7069,0,0,0
"01",6712,0,0,0
"01",5217,0,0,0
"01",6647,0,0,0
"01",5750,0,0,0
"01",5370,0,0,0
"01",6473,0,0,0
"01",6495,0,0,0
"01",6516,0,0,0
"01",7529,0,0,0
"01",6803,0,0,0
"01",7032,0,0,0
"01",6720,0,0,0
"01",6530,0,0,0
"01",5313,0,0,0
"01",6704,0,0,0
"01",7765,0,0,0
"01",6751,0,0,0
"01",6532,0,0,0
"01",6535,0,0,0
"01",6541,0,0,0
"01",5441,0,0,0
"01",5319,0,0,0
"01",6676,0,0,0
"01",7871,0,0,0
"01",6641,0,0,0
"01",6630,0,0,0
"01",7714,0,0,0
"01",7695,0,0,0
"01",5352,0,0,0
"01",5350,0,0,0
"01",6391,0,0,0
"01",7717,0,0,0
"01",7716,0,0,0
"01",5990,0,0,0
"01",6174,0,0,0
"01",6646,0,0,0
"01",5576,0,0,0
"01",7055,0,0,0
"01",6738,0,0,0
"01",6652,0,0,0
"01",6645,0,0,0
"01",6656,0,0,0
"01",7641,0,0,0
"01",6671,0,0,0
"01",6679,0,0,0
"01",6664,0,0,0
"01",6694,0,0,0
"01",5581,0,0,0
"01",5731,0,0,0
"01",5572,0,0,0
"01",5568,0,0,0
"01",5532,0,0,0
"01",5416,0,0,0
"01",5523,0,0,0
"01",5461,0,0,0
"01",5448,0,0,0
"01",5407,0,0,0
"01",6692,0,0,0
"01",6173,0,0,0
"01",6826,0,0,0
"01",6839,0,0,0
"01",7720,0,0,0
"01",6835,0,0,0
"01",7618,0,0,0
"01",5811,0,0,0
"01",6781,0,0,0
"01",5685,0,0,0
"01",6840,0,0,0
"01",5816,0,0,0
"01",6642,0,0,0
"01",6791,0,0,0
"01",7271,0,0,0
"01",7438,0,0,0
"01",7087,0,0,0
"01",5966,0,0,0
"01",6787,0,0,0
"01",6940,0,0,0
"01",7308,0,0,0
"01",7647,0,0,0
"01",7334,0,0,0
"01",6872,0,0,0
"01",7017,0,0,0
"01",6889,0,0,0
"01",7165,0,0,0
"01",6916,0,0,0
"01",5894,0,0,0
"01",7375,0,0,0
"01",6928,0,0,0
"01",7719,0,0,0
"01",6623,0,0,0
"01",6984,0,0,0
"01",6868,0,0,0
"01",6290,0,0,0
"01",6141,0,0,0
"01",7109,0,0,0
"01",6812,0,0,0
"01",7749,0,0,0
"01",7035,0,0,0
"01",6887,0,0,0
"01",7031,0,0,0
"01",7081,0,0,0
"01",7399,0,0,0
"01",7083,0,0,0
"01",6192,0,0,0
"01",7073,0,0,0
"01",6477,0,0,0
"01",6343,0,0,0
"01",6848,0,0,0
"01",6926,0,0,0
"01",7170,0,0,0
"01",6849,0,0,0
"01",6188,0,0,0
"01",7117,0,0,0
"01",6407,0,0,0
"01",7128,0,0,0
"01",7236,0,0,0
"01",6644,0,0,0
"01",7162,0,0,0
"01",7390,0,0,0
"01",7168,0,0,0
"01",6094,0,0,0
"01",6130,0,0,0
"01",7440,0,0,0
"01",7194,0,0,0
"01",7414,0,0,0
"01",7176,0,0,0
"01",7442,0,0,0
"01",7601,0,0,0
"01",6716,0,0,0
"01",7181,0,0,0
"01",7419,0,0,0
"01",7324,0,0,0
"01",7217,0,0,0
"01",6222,0,0,0
"01",7354,0,0,0
"01",7358,0,0,0
"01",7316,0,0,0
"01",6263,0,0,0
"01",7192,0,0,0
"01",7380,0,0,0
"01",6930,0,0,0
"01",7326,0,0,0
"01",7328,0,0,0
"01",6714,0,0,0
"01",7544,0,0,0
"01",7378,0,0,0
"01",7767,0,0,0
"01",7342,0,0,0
"01",7407,0,0,0
"01",7567,0,0,0
"01",7480,0,0,0
"01",7451,0,0,0
"01",6238,0,0,0
"01",7430,0,0,0
"01",6731,0,0,0
"01",7603,0,0,0
"01",6398,0,0,0
"01",6643,0,0,0
"01",7450,0,0,0
"01",7508,0,0,0
"01",6308,0,0,0
"01",6786,0,0,0
"01",7454,0,0,0
"01",7459,0,0,0
"01",7516,0,0,0
"01",7782,0,0,0
"01",7463,0,0,0
"01",6416,0,0,0
"01",7464,0,0,0
"01",6034,0,0,0
"01",7396,0,0,0
"01",7522,0,0,0
"01",7477,0,0,0
"01",7478,0,0,0
"01",7634,0,0,0
"01",7755,0,0,0
"01",6540,0,0,0
"01",6026,0,0,0
"01",6171,0,0,0
"01",6484,0,0,0
"01",6534,0,0,0
"01",8016,0,0,0
"01",6723,0,0,0
"01",6582,0,0,0
"01",6565,0,0,0
"01",6700,0,0,0
"01",6602,0,0,0
"01",7045,0,0,0
"01",6934,0,0,0
"01",6943,0,0,0
"01",6945,0,0,0
"01",7651,0,0,0
"01",7792,0,0,0
"01",6925,0,0,0
"01",7798,0,0,0
"01",7739,0,0,0
"01",7780,0,0,0
"01",7971,0,0,0
"01",7812,0,0,0
"01",7957,0,0,0
"01",8017,0,0,0
"01",7962,0,0,0
"01",7905,0,0,0
"01",7829,0,0,0
"01",7883,0,0,0
"01",7906,0,0,0
"01",7976,0,0,0
"01",8027,0,0,0
"01",7982,0,0,0
"01",7897,0,0,0
"01",7898,0,0,0
"01",7935,0,0,0
"01",7918,0,0,0
"01",8021,0,0,0
"01",7939,0,0,0
"01",7108,0,0,0
"01",7944,0,0,0
"01",7942,0,0,0
"01",7943,0,0,0
"01",7945,0,0,0
"01",8049,0,0,0
"01",7106,0,0,0
"01",7235,0,0,0
"01",7993,0,0,0
"01",8023,0,0,0
"01",8032,0,0,0
"01",7141,0,0,0
"01",7186,0,0,0
"01",7243,0,0,0
"01",7268,0,0,0
"01",7323,0,0,0
"01",8061,0,0,0
"01",8052,0,0,0
"01",8053,0,0,0
"01",8054,0,0,0
"01",4778,0,0,0
"01",4958,0,0,0
"01",4968,0,0,0
"01",5018,0,0,0
"01",6272,0,0,0
"01",5040,0,0,0
"01",8045,0,0,0
"01",5382,0,0,0
"01",5103,0,0,0
"01",5844,0,0,0
"01",7163,0,0,0
"01",4025,0,0,0
"01",4986,0,0,0
"01",5391,0,0,0
"01",7489,0,0,0
"01",6214,0,0,0
"01",5093,0,0,0
"01",5123,0,0,0
"01",5314,0,0,0
"01",6611,0,0,0
"01",5876,0,0,0
"01",5803,0,0,0
"01",10466,0,0,0
"01",5997,0,0,0
"01",5204,0,0,0
"01",7775,0,0,0
"01",4991,0,0,0
"01",5845,0,0,0
"01",6683,0,0,0
"01",7070,0,0,0
"01",5492,0,0,0
"01",6651,0,0,0
"01",7008,0,0,0
"01",5206,0,0,0
"01",5442,0,0,0
"01",6986,0,0,0
"01",6560,0,0,0
"01",7586,0,0,0
"01",7698,0,0,0
"01",5495,0,0,0
"01",7627,0,0,0
"01",5420,0,0,0
"01",5693,0,0,0
"01",5207,0,0,0
"01",7131,0,0,0
"01",5800,0,0,0
"01",5923,0,0,0
"01",5764,0,0,0
"01",5238,0,0,0
"01",5691,0,0,0
"01",8038,0,0,0
"01",5896,0,0,0
"01",6008,0,0,0
"01",7010,0,0,0
"01",5408,0,0,0
"01",5925,0,0,0
"01",7327,0,0,0
"01",5986,0,0,0
"01",5915,0,0,0
"01",6581,0,0,0
"01",5998,0,0,0
"01",6703,0,0,0
"01",6682,0,0,0
"01",6071,0,0,0
"01",6018,0,0,0
"01",7015,0,0,0
"01",7393,0,0,0
"01",5891,0,0,0
"01",5538,0,0,0
"01",6112,0,0,0
"01",5399,0,0,0
"01",6570,0,0,0
"01",7195,0,0,0
"01",6478,0,0,0
"01",6609,0,0,0
"01",7830,0,0,0
"01",6965,0,0,0
"01",5813,0,0,0
"01",6979,0,0,0
"01",6842,0,0,0
"01",6898,0,0,0
"01",6606,0,0,0
"01",6757,0,0,0
"01",6779,0,0,0
"01",6924,0,0,0
"01",6081,0,0,0
"01",5789,0,0,0
"01",5737,0,0,0
"01",5732,0,0,0
"01",5614,0,0,0
"01",5697,0,0,0
"01",5684,0,0,0
"01",5503,0,0,0
"01",6654,0,0,0
"01",5856,0,0,0
"01",6815,0,0,0
"01",7793,0,0,0
"01",7095,0,0,0
"01",6073,0,0,0
"01",5858,0,0,0
"01",7282,0,0,0
"01",6050,0,0,0
"01",7027,0,0,0
"01",7811,0,0,0
"01",9885,0,0,0
"01",7025,0,0,0
"01",6016,0,0,0
"01",9931,0,0,0
"01",5831,0,0,0
"01",8035,0,0,0
"01",7333,0,0,0
"01",7259,0,0,0
"01",5830,0,0,0
"01",5832,0,0,0
"01",7403,0,0,0
"01",7071,0,0,0
"01",7172,0,0,0
"01",7937,0,0,0
"01",7231,0,0,0
"01",8057,0,0,0
"01",7356,0,0,0
"01",7457,0,0,0
"01",6972,0,0,0
"01",6662,0,0,0
"01",7348,0,0,0
"01",7359,0,0,0
"01",6776,0,0,0
"01",8075,0,0,0
"01",6754,0,0,0
"01",6549,0,0,0
"01",7511,0,0,0
"01",6572,0,0,0
"01",7458,0,0,0
"01",7490,0,0,0
"01",7513,0,0,0
"01",6752,0,0,0
"01",8005,0,0,0
"01",6732,0,0,0
"01",7036,0,0,0
"01",7987,0,0,0
"01",7822,0,0,0
"01",7977,0,0,0
"01",10458,0,0,0
"01",7934,0,0,0
"01",7914,0,0,0
"01",7965,0,0,0
"01",7946,0,0,0
"01",8067,0,0,0
"01",8025,0,0,0
"01",10376,0,0,0
"01",10026,0,0,0
"01",8066,0,0,0
"01",11318,0,0,0
"01",8068,0,0,0
"01",8296,0,0,0
"01",8072,0,0,0
"01",7557,0,0,0
"01",8076,0,0,0
"01",8119,0,0,0
"01",13088,0,0,0
"01",8077,0,0,0
"01",8078,0,0,0
"01",8226,0,0,0
"01",10994,0,0,0
"01",8082,0,0,0
"01",8698,0,0,0
"01",8111,0,0,0
"01",7460,0,0,0
"01",7493,0,0,0
"01",10992,0,0,0
"01",8100,0,0,0
"01",8165,0,0,0
"01",13547,0,0,0
"01",8088,0,0,0
"01",8305,0,0,0
"01",13782,0,0,0
"01",7650,0,0,0
"01",8222,0,0,0
"01",8096,0,0,0
"01",8303,0,0,0
"01",8097,0,0,0
"01",8189,0,0,0
"01",8151,0,0,0
"01",8161,0,0,0
"01",8177,0,0,0
"01",8102,0,0,0
"01",12817,0,0,0
"01",8130,0,0,0
"01",8129,0,0,0
"01",8429,0,0,0
"01",10077,0,0,0
"01",9699,0,0,0
"01",10394,0,0,0
"01",8586,0,0,0
"01",7500,0,0,0
"01",8750,0,0,0
"01",8312,0,0,0
"01",8980,0,0,0
"01",8181,0,0,0
"01",7616,0,0,0
"01",8541,0,0,0
"01",8037,0,0,0
"01",8407,0,0,0
"01",8306,0,0,0
"01",8404,0,0,0
"01",8662,0,0,0
"01",8175,0,0,0
"01",8721,0,0,0
"01",9564,0,0,0
"01",8190,0,0,0
"01",8850,0,0,0
"01",8963,0,0,0
"01",8012,0,0,0
"01",8252,0,0,0
"01",8031,0,0,0
"01",8192,0,0,0
"01",9565,0,0,0
"01",8722,0,0,0
"01",7842,0,0,0
"01",8700,0,0,0
"01",10421,0,0,0
"01",8034,0,0,0
"01",8194,0,0,0
"01",7652,0,0,0
"01",8033,0,0,0
"01",7669,0,0,0
"01",7247,0,0,0
"01",8573,0,0,0
"01",8198,0,0,0
"01",8036,0,0,0
"01",9570,0,0,0
"01",9613,0,0,0
"01",8152,0,0,0
"01",8200,0,0,0
"01",7697,0,0,0
"01",8202,0,0,0
"01",8570,0,0,0
"01",8247,0,0,0
"01",8221,0,0,0
"01",7693,0,0,0
"01",7598,0,0,0
"01",8890,0,0,0
"01",7582,0,0,0
"01",8411,0,0,0
"01",9655,0,0,0
"01",8342,0,0,0
"01",8436,0,0,0
"01",8479,0,0,0
"01",8610,0,0,0
"01",8562,0,0,0
"01",7587,0,0,0
"01",8626,0,0,0
"01",7539,0,0,0
"01",8528,0,0,0
"01",8372,0,0,0
"01",7684,0,0,0
"01",8790,0,0,0
"01",9670,0,0,0
"01",8568,0,0,0
"01",8335,0,0,0
"01",9009,0,0,0
"01",8139,0,0,0
"01",8510,0,0,0
"01",9673,0,0,0
"01",8466,0,0,0
"01",9732,0,0,0
"01",9751,0,0,0
"01",9762,0,0,0
"01",8455,0,0,0
"01",8399,0,0,0
"01",8654,0,0,0
"01",9814,0,0,0
"01",8545,0,0,0
"01",8707,0,0,0
"01",7862,0,0,0
"01",8617,0,0,0
"01",9839,0,0,0
"01",9847,0,0,0
"01",10416,0,0,0
"01",8483,0,0,0
"01",7770,0,0,0
"01",14060,0,0,0
"01",8492,0,0,0
"01",10432,0,0,0
"01",8759,0,0,0
"01",8495,0,0,0
"01",10434,0,0,0
"01",10439,0,0,0
"01",8675,0,0,0
"01",8583,0,0,0
"01",8683,0,0,0
"01",8515,0,0,0
"01",10441,0,0,0
"01",8517,0,0,0
"01",8761,0,0,0
"01",10446,0,0,0
"01",11137,0,0,0
"01",8813,0,0,0
"01",12251,0,0,0
"01",7956,0,0,0
"01",8574,0,0,0
"01",8680,0,0,0
"01",12009,0,0,0
"01",8535,0,0,0
"01",8760,0,0,0
"01",8915,0,0,0
"01",8178,0,0,0
"01",11319,0,0,0
"01",8677,0,0,0
"01",8658,0,0,0
"01",8706,0,0,0
"01",11322,0,0,0
"01",8709,0,0,0
"01",7161,0,0,0
"01",8670,0,0,0
"01",8978,0,0,0
"01",12170,0,0,0
"01",7733,0,0,0
"01",12614,0,0,0
"01",8716,0,0,0
"01",7784,0,0,0
"01",8718,0,0,0
"01",7796,0,0,0
"01",7810,0,0,0
"01",7795,0,0,0
"01",11388,0,0,0
"01",7827,0,0,0
"01",7859,0,0,0
"01",7864,0,0,0
"01",11461,0,0,0
"01",8880,0,0,0
"01",8818,0,0,0
"01",8762,0,0,0
"01",8891,0,0,0
"01",11346,0,0,0
"01",11738,0,0,0
"01",12484,0,0,0
"01",8787,0,0,0
"01",8766,0,0,0
"01",8930,0,0,0
"01",11562,0,0,0
"01",8997,0,0,0
"01",8849,0,0,0
"01",8910,0,0,0
"01",11744,0,0,0
"01",8824,0,0,0
"01",11751,0,0,0
"01",13098,0,0,0
"01",10500,0,0,0
"01",8957,0,0,0
"01",8885,0,0,0
"01",8916,0,0,0
"01",8991,0,0,0
"01",10809,0,0,0
"01",8887,0,0,0
"01",8955,0,0,0
"01",9037,0,0,0
"01",10486,0,0,0
"01",12036,0,0,0
"01",12031,0,0,0
"01",13413,0,0,0
"01",12650,0,0,0
"01",13706,0,0,0
"01",12851,0,0,0
"01",12979,0,0,0
"01",13231,0,0,0
"01",8961,0,0,0
"01",14052,0,0,0
"01",13168,0,0,0
"01",13276,0,0,0
"01",8970,0,0,0
"01",14154,0,0,0
"01",13700,0,0,0
"01",13858,0,0,0
"01",13568,0,0,0
"01",13613,0,0,0
"01",13934,0,0,0
"01",9001,0,0,0
"01",13949,0,0,0
"01",12931,0,0,0
"01",13671,0,0,0
"01",14409,0,0,0
"01",14524,0,0,0
"01",9051,0,0,0
"01",3138,0,0,0
"01",2385,0,0,0
"01",2042,0,0,0
"01",2630,0,0,0
"01",2383,0,0,0
"01",2600,0,0,0
"01",2733,0,0,0
"01",2828,0,0,0
"01",2341,0,0,0
"01",2174,0,0,0
"01",2296,0,0,0
"01",2183,0,0,0
"01",3920,0,0,0
"01",2740,0,0,0
"01",2568,0,0,0
"01",4050,0,0,0
"01",3386,0,0,0
"01",2802,0,0,0
"01",2833,0,0,0
"01",4137,0,0,0
"01",2506,0,0,0
"01",3038,0,0,0
"01",3160,0,0,0
"01",2745,0,0,0
"01",3993,0,0,0
"01",2695,0,0,0
"01",3506,0,0,0
"01",2505,0,0,0
"01",4221,0,0,0
"01",2122,0,0,0
"01",3453,0,0,0
"01",3730,0,0,0
"01",4583,0,0,0
"01",3994,0,0,0
"01",3786,0,0,0
"01",4120,0,0,0
"01",4698,0,0,0
"01",4162,0,0,0
"01",4517,0,0,0
"01",4470,0,0,0
"01",4426,0,0,0
"01",4259,0,0,0
"01",4395,0,0,0
"01",4342,0,0,0
"01",4345,0,0,0
"01",3487,0,0,0
"01",4485,0,0,0
"01",4428,0,0,0
"01",4522,0,0,0
"01",4383,0,0,0
"01",4385,0,0,0
"01",4691,0,0,0
"01",1692,0,0,0
"01",1683,0,0,0
"01",1742,0,0,0
"01",1115,0,0,0
"01",1669,0,0,0
"01",1211,0,0,0
"01",1696,0,0,0
"01",748,0,0,0
"01",1836,0,0,0
"01",2233,0,0,0
"01",946,0,0,0
"01",1146,0,0,0
"01",1640,0,0,0
"01",1745,0,0,0
"01",932,0,0,0
"01",2013,0,0,0
"01",1287,0,0,0
"01",1660,0,0,0
"01",1697,0,0,0
"01",1437,0,0,0
"01",743,0,0,0
"01",1116,0,0,0
"01",1153,0,0,0
"01",1758,0,0,0
"01",2319,0,0,0
"01",1624,0,0,0
"01",751,0,0,0
"01",1767,0,0,0
"01",746,0,0,0
"01",1632,0,0,0
"01",784,0,0,0
"01",1288,0,0,0
"01",1162,0,0,0
"01",2242,0,0,0
"01",1788,0,0,0
"01",1580,0,0,0
"01",2960,0,0,0
"01",2121,0,0,0
"01",1988,0,0,0
"01",1853,0,0,0
"01",3084,0,0,0
"01",2114,0,0,0
"01",2018,0,0,0
"01",1543,0,0,0
"01",2099,0,0,0
